# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 47K of event 'cycles:u'
# Event count (approx.): 1956954042668
#
# Children      Self       Samples  Symbol                           IPC   [IPC Coverage]
# ........  ........  ............  ...............................  ....................
#
     0.00%     0.00%             0  [.] 0xe9315e4199d7b298           -      -            
     0.00%     0.00%             0  [.] 0x5a35682520048d66           -      -            
     0.00%     0.00%             0  [.] 0x51dd18821fae8ce4           -      -            
     0.00%     0.00%             0  [.] 0xdde36118967d67eb           -      -            
     0.00%     0.00%             0  [.] 0xec0c7e479c83568c           -      -            
     0.00%     0.00%             0  [.] 0x2d2b5fbd762b0b1a           -      -            
     0.00%     0.00%             0  [.] 0x56a2b6fce36807d8           -      -            
     0.00%     0.00%             0  [.] 0x98b42aaee1c89608           -      -            
     0.00%     0.00%             0  [.] 0xf93228c8f1d28845           -      -            
     0.00%     0.00%             0  [.] 0xdb6be80cdd19381e           -      -            
     0.00%     0.00%             0  [.] 0xea1b12fa4215223f           -      -            
     0.00%     0.00%             0  [.] 0xf8d92b4e3c04bb4c           -      -            
     0.00%     0.00%             0  [.] 0xe33dcf4f65379915           -      -            
     0.00%     0.00%             0  [.] 0xe76f7fb58cd286af           -      -            
     0.00%     0.00%             0  [.] 0xb1b02ee40e4c0e13           -      -            
     0.00%     0.00%             0  [.] 0xc8e921da278d5da1           -      -            
     0.00%     0.00%             0  [.] 0xdbdcd16738ab486a           -      -            
     0.00%     0.00%             0  [.] 0x75591be728ba8bc6           -      -            
     0.00%     0.00%             0  [.] 0x86e16da5d9c8ca28           -      -            
     0.00%     0.00%             0  [.] 0x043618a683541188           -      -            
     0.00%     0.00%             0  [.] 0x854a1672a7918ef0           -      -            
     0.00%     0.00%             0  [.] 0xcccff2b243942147           -      -            
     0.00%     0.00%             0  [.] 0x3dba312b7727e704           -      -            
     0.00%     0.00%             0  [.] 0x22b54ca0e51e945a           -      -            
     0.00%     0.00%             0  [.] 0xbdb602f73406d02a           -      -            
     0.00%     0.00%             0  [.] 0xa3b4211144a8cb12           -      -            
     0.00%     0.00%             0  [.] 0x81449753cd91291d           -      -            
     0.00%     0.00%             0  [.] 0x988033ca504d24de           -      -            
     0.00%     0.00%             0  [.] 0xcb9d533d243a497f           -      -            
     0.00%     0.00%             0  [.] 0x2442d7c6562a13e1           -      -            
     0.00%     0.00%             0  [.] 0xd0da2f6f162b8ec5           -      -            
     0.00%     0.00%             0  [.] 0x7e22c5ae2389a0db           -      -            
     0.00%     0.00%             0  [.] 0x75393f0bfa9a342e           -      -            
     0.00%     0.00%             0  [.] 0xd087b9c4ec23c1a9           -      -            
     0.00%     0.00%             0  [.] 0xe98237ff0a93e953           -      -            
     0.00%     0.00%             0  [.] 0xdb8767bb92c3a31c           -      -            
     0.00%     0.00%             0  [.] 0xc9a877ced21b46ec           -      -            
     0.00%     0.00%             0  [.] 0x3d228c1e829769f2           -      -            
     0.00%     0.00%             0  [.] 0x44226f9c3f2cd574           -      -            
     0.00%     0.00%             0  [.] 0xf171f74ce133a98e           -      -            
     0.00%     0.00%             0  [.] 0x949d0ac9c8242d9e           -      -            
     0.00%     0.00%             0  [.] 0x57ae4733717e0152           -      -            
     0.00%     0.00%             0  [.] 0x12349fb9846c9151           -      -            
     0.00%     0.00%             0  [.] 0x9a1c8630861ac6cc           -      -            
     0.00%     0.00%             0  [.] 0x58d05ae691f17ea3           -      -            
     0.00%     0.00%             0  [.] 0x5bc632fbb5a9f481           -      -            
     0.00%     0.00%             0  [.] 0x68a8ef75d5822616           -      -            
     0.00%     0.00%             0  [.] 0x9f1dd64802052374           -      -            
     0.00%     0.00%             0  [.] 0x8e70319335128ca5           -      -            
     0.00%     0.00%             0  [.] 0xd6b9b9dafdd5eba2           -      -            
     0.00%     0.00%             0  [.] 0x120de2f5c5d140da           -      -            
     0.00%     0.00%             0  [.] 0x124dd4dc743f6a76           -      -            
     0.00%     0.00%             0  [.] 0xe1c940d09ba8d147           -      -            
     0.00%     0.00%             0  [.] 0x85a2fa9a62919241           -      -            
     0.00%     0.00%             0  [.] 0x1b41e344b104c14f           -      -            
     0.00%     0.00%             0  [.] 0xdb9024cfe836305d           -      -            
     0.00%     0.00%             0  [.] 0x2923ba9af2cb1f9a           -      -            
     0.00%     0.00%             0  [.] 0xb8c367e3b919aab6           -      -            
     0.00%     0.00%             0  [.] 0xc3758de7b60557f2           -      -            
     0.00%     0.00%             0  [.] 0x3a8b65f9c431b224           -      -            
     0.00%     0.00%             0  [.] 0xc53ef1102c0724b4           -      -            
     0.00%     0.00%             0  [.] 0xe6e922e449233f24           -      -            
     0.00%     0.00%             0  [.] 0x9bc0df78c06c36f7           -      -            
     0.00%     0.00%             0  [.] 0xeecb0b8b86d670a8           -      -            
     0.00%     0.00%             0  [.] 0xf691c29ffabc1edf           -      -            
     0.00%     0.00%             0  [.] 0x7466814cb9374dbd           -      -            
     0.00%     0.00%             0  [.] 0x9ab321bab441a0e2           -      -            
     0.00%     0.00%             0  [.] 0x8116ed5570d42aad           -      -            
     0.00%     0.00%             0  [.] 0x47f61dafd77a8eef           -      -            
     0.00%     0.00%             0  [.] 0x61285df056efefe0           -      -            
     0.00%     0.00%             0  [.] 0x933a0c669c4132af           -      -            
     0.00%     0.00%             0  [.] 0x38253a30e1495eaa           -      -            
     0.00%     0.00%             0  [.] 0x339796ecc616e2ad           -      -            
     0.00%     0.00%             0  [.] 0xe2b8488e71cf9bb0           -      -            
     0.00%     0.00%             0  [.] 0x687f30369bd2ea0d           -      -            
     0.00%     0.00%             0  [.] 0x7b23ee76425f9f9c           -      -            
     0.00%     0.00%             0  [.] 0xb7b127afe491d6b0           -      -            
     0.00%     0.00%             0  [.] 0x40116af12a890868           -      -            
     0.00%     0.00%             0  [.] 0xb1f98567fcec6fd4           -      -            
     0.00%     0.00%             0  [.] 0x3eaa1bb2de0531d0           -      -            
     0.00%     0.00%             0  [.] 0x518ec744123809c3           -      -            
     0.00%     0.00%             0  [.] 0xf8f10b14e9a7fc43           -      -            
     0.00%     0.00%             0  [.] 0x257bd45c482e7750           -      -            
     0.00%     0.00%             0  [.] 0x8ba8a6a7e46af7a8           -      -            
     0.00%     0.00%             0  [.] 0x270e7ae9046f8c65           -      -            
     0.00%     0.00%             0  [.] 0x118149ceaa317178           -      -            
     0.00%     0.00%             0  [.] 0xee053487240b62cd           -      -            
     0.00%     0.00%             0  [.] 0x5f878c00b7f6db39           -      -            
     0.00%     0.00%             0  [.] 0x03ad3976e20b7384           -      -            
     0.00%     0.00%             0  [.] 0x1650a3b8ab92c4f5           -      -            
     0.00%     0.00%             0  [.] 0x1af8519789822af4           -      -            
     0.00%     0.00%             0  [.] 0xee7ca8634fd0eb54           -      -            
     0.00%     0.00%             0  [.] 0xec61fba557d1316a           -      -            
     0.00%     0.00%             0  [.] 0xeef042533d60c5aa           -      -            
     0.00%     0.00%             0  [.] 0x7b8d2b6b92ba0715           -      -            
     0.00%     0.00%             0  [.] 0x74ee5cbd7f2ef05f           -      -            
     0.00%     0.00%             0  [.] 0x2e9b0998e4616a8a           -      -            
     0.00%     0.00%             0  [.] 0x842910757fd5327c           -      -            
     0.00%     0.00%             0  [.] 0x2367a66c1b0fa5f9           -      -            
     0.00%     0.00%             0  [.] 0xda50c682ed6c3079           -      -            
     0.00%     0.00%             0  [.] 0x2252b8969c6406bf           -      -            
     0.00%     0.00%             0  [.] 0xb6e045b7798a1da6           -      -            
     0.00%     0.00%             0  [.] 0x27ac295a9b2bbe79           -      -            
     0.00%     0.00%             0  [.] 0xfa93a529c66ccc31           -      -            
     0.00%     0.00%             0  [.] 0x213361b74777ac9c           -      -            
     0.00%     0.00%             0  [.] 0x96dcdba8ef6d0d2e           -      -            
     0.00%     0.00%             0  [.] 0x4a04eaa3cd80ea4f           -      -            
     0.00%     0.00%             0  [.] 0x3ec0d29a0cda7382           -      -            
     0.00%     0.00%             0  [.] 0xc642a00315d9a9ed           -      -            
     0.00%     0.00%             0  [.] 0xe580a44b9824dbf1           -      -            
     0.00%     0.00%             0  [.] 0xcaa74dd064f6f881           -      -            
     0.00%     0.00%             0  [.] 0xcf60742c0d1c8c19           -      -            
